Run,Raw_Material_USD_kWh,CVD_Coating_USD_kWh,Cell_Assembly_USD_kWh,BOS_USD_kWh,Overhead_USD_kWh,Cumulative_Production_GWh,Learning_Rate,LR_Multiplier,Total_System_Cost_USD_kWh
5472,28.59,41.29,29.36,23.4,19.35,18.26,0.1517,0.9026,128.16
5473,32.29,36.65,28.11,19.83,18.7,75.4,0.1819,0.8288,112.36
5474,35.35,25.84,18.75,15.79,16.16,83.56,0.1856,0.8212,91.88
5475,35.23,29.7,26.87,14.83,15.46,95.96,0.1448,0.8562,104.54
5476,46.4,36.11,39.23,23.85,16.1,30.84,0.1967,0.8522,137.81
5477,37.85,38.08,18.38,18.06,13.57,87.79,0.1932,0.8118,102.24
5478,40.79,61.94,31.76,20.6,16.03,29.76,0.1381,0.8972,153.54
5479,37.88,46.85,24.8,16.5,10.04,50.97,0.1507,0.8707,118.49
5480,49.3,30.11,23.61,20.79,15.35,58.21,0.1471,0.8697,121.02
5481,51.02,43.87,31.36,24.46,16.83,51.65,0.197,0.8305,139.14
5482,38.93,45.08,21.88,25.2,16.83,16.92,0.1804,0.887,131.2
5483,32.43,26.92,25.45,14.44,19.43,98.95,0.1519,0.8481,100.65
5484,39.12,44.17,24.35,22.82,12.52,17.97,0.1026,0.9344,133.6
5485,15.12,31.85,20.13,16.44,20.5,7.48,0.1034,0.952,99.04
5486,42.51,39.34,31.2,27.04,23.86,1.43,0.124,0.9761,160.03
5487,29.13,52.41,27.37,27.77,17.7,75.0,0.1713,0.8389,129.51
5488,38.23,52.76,36.35,21.53,20.27,6.03,0.1292,0.9452,159.88
5489,43.77,24.72,25.76,20.4,16.21,23.21,0.1036,0.9283,121.48
5490,35.44,22.42,24.46,19.24,11.71,52.78,0.1689,0.8539,96.71
5491,36.49,71.27,23.34,25.93,10.45,22.74,0.1568,0.8922,149.43
5492,42.06,71.41,23.58,20.64,8.48,83.08,0.19,0.8171,135.78
5493,35.54,46.92,32.6,21.18,16.93,48.15,0.1907,0.8387,128.46
5494,47.4,31.09,22.18,19.07,17.28,89.07,0.1995,0.8051,110.31
5495,46.18,31.12,27.28,20.18,17.36,88.88,0.1298,0.8732,124.1
5496,44.54,23.65,23.26,22.11,16.53,47.66,0.1296,0.8906,115.87
5497,34.96,38.18,18.51,21.74,14.99,22.46,0.1979,0.8644,110.96
5498,44.59,33.33,26.63,23.59,10.73,37.13,0.1973,0.844,117.21
5499,34.06,33.71,17.27,20.95,9.89,88.65,0.1202,0.8827,102.27
5500,39.3,22.09,26.24,19.42,13.91,82.62,0.1466,0.8591,103.91
5501,18.91,51.26,22.72,21.29,10.41,24.67,0.1556,0.8904,110.94
5502,49.26,41.88,23.04,20.92,7.37,49.79,0.1916,0.8366,119.19
5503,53.81,42.01,24.37,17.15,15.06,73.74,0.1123,0.8948,136.37
5504,41.8,17.13,25.11,11.56,15.59,31.49,0.1277,0.9035,100.47
5505,27.35,19.08,23.97,16.13,14.21,70.58,0.1268,0.8824,88.89
5506,38.26,22.55,27.62,15.01,15.52,10.52,0.1929,0.8976,106.78
5507,40.57,47.69,25.04,23.56,10.4,53.52,0.116,0.8993,132.42
5508,40.13,28.78,39.02,16.26,17.11,40.15,0.1555,0.8745,123.57
5509,60.33,23.14,19.49,25.71,17.3,7.13,0.1628,0.9259,135.16
5510,38.04,45.46,19.37,17.02,13.84,83.86,0.1427,0.8624,115.34
5511,35.38,30.74,23.07,22.42,8.29,29.22,0.1014,0.9249,110.9
5512,41.3,40.63,20.68,27.65,12.8,19.88,0.1096,0.9277,132.71
5513,38.86,23.29,31.0,22.41,16.21,58.08,0.135,0.8805,116.01
5514,34.0,34.62,33.75,27.72,12.34,88.94,0.184,0.8202,116.83
5515,25.91,59.71,22.99,16.22,21.8,82.77,0.1262,0.8786,128.84
5516,45.86,57.47,27.57,24.78,16.96,13.51,0.1248,0.9275,160.14
5517,33.09,25.49,27.05,17.17,16.35,42.03,0.1994,0.8371,99.74
5518,31.95,31.34,22.72,23.95,16.52,95.03,0.1838,0.8178,103.44
5519,33.51,48.43,28.09,19.77,11.81,19.24,0.1216,0.9206,130.36
5520,28.3,36.26,29.15,20.96,15.22,54.47,0.1181,0.897,116.51
5521,45.25,40.31,16.66,19.91,8.97,1.58,0.1672,0.9655,126.57
5522,44.18,60.88,19.1,18.77,8.56,10.39,0.1539,0.9187,139.17
5523,41.52,38.19,23.54,20.51,14.19,27.58,0.1101,0.9198,126.88
5524,45.68,27.6,23.4,21.74,14.5,24.84,0.1125,0.9206,122.35
5525,43.45,57.84,25.39,14.0,17.84,56.33,0.154,0.8646,137.06
5526,44.7,25.19,20.41,18.88,11.54,20.69,0.1542,0.897,108.28
5527,54.6,34.68,19.8,22.62,15.0,62.59,0.174,0.8431,123.68
5528,47.85,27.77,23.19,20.63,13.4,87.67,0.1274,0.876,116.37
5529,41.41,21.72,19.16,23.87,10.05,81.76,0.1414,0.8644,100.46
5530,32.53,33.6,30.98,14.1,13.81,72.63,0.1979,0.8153,101.93
5531,27.23,35.86,30.2,21.24,12.06,11.88,0.1922,0.8933,113.09
5532,25.92,31.66,28.05,23.06,12.89,24.81,0.1619,0.8857,107.69
5533,47.57,52.22,30.1,18.87,13.74,33.92,0.1753,0.8648,140.52
5534,35.54,25.83,22.86,18.46,21.45,66.38,0.1891,0.8271,102.66
5535,40.63,40.45,22.81,25.39,17.2,30.85,0.1566,0.8823,129.23
5536,32.38,21.55,27.01,8.32,17.96,3.35,0.1974,0.937,100.46
5537,57.64,91.34,28.88,18.02,16.39,77.62,0.1267,0.8799,186.79
5538,25.63,26.93,26.81,17.74,15.15,89.73,0.1171,0.8854,99.4
5539,41.11,18.31,26.46,22.48,17.87,69.86,0.1526,0.8588,108.4
5540,37.13,31.88,26.75,24.06,14.18,34.08,0.1426,0.8898,119.25
5541,40.15,38.32,29.87,24.28,10.43,64.96,0.1477,0.8657,123.83
5542,37.44,49.82,30.45,17.53,14.62,72.03,0.1096,0.8978,134.55
5543,32.87,53.76,23.83,21.04,14.72,16.78,0.197,0.8769,128.22
5544,31.06,44.9,28.13,17.9,21.81,84.22,0.1558,0.8496,122.18
5545,56.39,49.0,14.41,24.16,17.81,74.33,0.1851,0.8263,133.67
5546,37.62,54.42,16.71,21.1,13.7,52.66,0.1683,0.8544,122.66
5547,42.74,38.64,23.25,19.74,14.42,13.97,0.118,0.9307,129.15
5548,27.25,25.8,21.82,20.77,13.57,82.61,0.1415,0.864,94.36
5549,23.06,36.27,33.76,23.72,12.63,35.81,0.104,0.9186,118.91
5550,34.59,26.28,23.52,21.29,16.71,18.84,0.1498,0.9028,110.5
5551,46.98,53.25,26.86,18.81,8.19,99.22,0.1175,0.8825,135.99
5552,40.23,56.61,26.05,19.22,14.8,61.43,0.1011,0.9093,142.67
5553,35.68,58.0,17.97,22.93,12.38,79.49,0.1724,0.8357,122.81
5554,43.44,22.09,26.45,15.9,9.73,14.52,0.1877,0.8882,104.47
5555,35.6,53.52,25.17,23.81,9.33,62.22,0.1631,0.8532,125.78
5556,51.01,27.83,32.82,12.25,16.17,73.67,0.117,0.8904,124.74
5557,51.34,40.56,22.23,20.29,20.08,28.32,0.1357,0.9005,139.13
5558,35.38,48.73,28.11,17.34,11.0,15.82,0.1152,0.9294,130.63
5559,33.79,19.7,27.9,31.4,17.49,75.98,0.1295,0.8778,114.36
5560,39.41,49.42,20.77,10.7,13.86,27.86,0.1484,0.8916,119.63
5561,43.41,18.85,13.27,18.7,13.84,59.33,0.1354,0.8795,95.04
5562,37.81,32.32,25.18,17.24,15.98,78.13,0.1764,0.8325,107.01
5563,48.37,51.73,31.24,23.35,14.04,12.94,0.1425,0.9185,154.96
5564,42.12,59.51,26.55,25.01,16.05,53.47,0.1119,0.9029,152.81
5565,48.71,48.36,29.57,19.6,18.23,76.7,0.1576,0.851,139.97
5566,31.02,27.93,21.83,9.37,15.44,15.66,0.1472,0.9101,96.1
5567,35.26,27.53,28.85,27.65,15.26,6.92,0.1247,0.944,127.02
5568,44.27,33.06,15.99,23.99,17.79,34.22,0.1602,0.8761,118.36
5569,40.42,35.76,27.89,27.25,13.9,83.38,0.128,0.8768,127.33
5570,38.5,49.67,16.71,19.4,18.24,23.1,0.1641,0.8866,126.35
5571,35.85,34.11,27.99,21.34,19.96,26.77,0.1241,0.9104,126.78
5572,40.69,29.1,22.2,17.87,18.06,6.42,0.1014,0.9559,122.29
5573,51.43,30.32,29.24,11.41,16.27,26.5,0.1819,0.8691,120.51
5574,23.93,55.13,24.8,18.36,17.9,54.47,0.1563,0.8637,121.02
5575,38.78,35.8,30.49,16.41,13.46,81.45,0.1572,0.8494,114.63
5576,39.13,64.39,27.18,19.63,17.56,18.8,0.1004,0.9349,156.96
5577,31.3,51.2,25.45,13.66,14.31,29.47,0.1157,0.9142,124.24
5578,38.75,28.39,30.93,22.55,14.06,28.36,0.1412,0.8963,120.72
5579,26.88,29.24,27.24,21.37,13.68,57.59,0.1965,0.8263,97.85
5580,35.33,33.52,33.69,11.49,18.89,54.7,0.1723,0.8496,112.93
5581,37.85,33.14,24.83,10.25,18.7,37.67,0.114,0.9095,113.49
5582,39.96,55.58,23.95,16.6,18.83,89.16,0.1451,0.8582,132.94
5583,55.0,28.2,20.51,23.27,16.29,76.29,0.1542,0.8544,122.42
5584,33.47,36.6,22.22,28.54,8.65,52.67,0.1401,0.8789,113.79
5585,29.4,40.02,23.81,15.87,6.54,60.4,0.117,0.8954,103.55
5586,47.94,46.41,21.55,17.76,15.96,30.42,0.1653,0.8763,131.11
5587,4.3,42.28,28.19,14.91,14.25,97.51,0.1489,0.8516,88.51
5588,35.05,41.0,18.72,19.14,10.14,30.34,0.1943,0.8546,106.02
5589,37.39,28.91,20.67,19.21,15.61,63.45,0.1705,0.8457,103.0
5590,32.47,30.07,14.34,23.91,13.77,82.99,0.1132,0.8911,102.08
5591,39.24,38.65,21.55,14.1,19.31,98.16,0.1282,0.8721,115.85
5592,34.81,32.45,31.09,23.97,14.89,74.87,0.1454,0.8633,118.45
5593,26.07,24.1,22.43,23.05,13.55,6.27,0.1559,0.9328,101.86
5594,44.94,29.36,20.8,17.68,10.93,20.32,0.1567,0.8959,110.83
5595,45.25,37.48,21.27,16.94,15.14,63.52,0.1453,0.8685,118.19
5596,32.1,56.29,26.75,19.01,17.51,17.32,0.1876,0.8815,133.7
5597,35.67,24.02,31.39,16.97,14.42,55.94,0.1391,0.8779,107.51
5598,54.85,22.53,29.37,18.59,17.34,72.44,0.1774,0.8345,119.08
5599,43.59,47.44,18.38,12.67,14.96,74.79,0.135,0.8731,119.67
5600,40.0,29.72,31.97,18.7,17.35,47.03,0.1286,0.8919,122.85
5601,52.94,24.94,30.09,18.37,15.14,9.51,0.1346,0.9313,131.75
5602,27.03,34.74,27.36,20.61,10.77,40.23,0.1677,0.8646,104.18
5603,23.74,24.43,19.34,25.06,18.7,25.47,0.1382,0.9017,100.32
5604,41.34,84.52,20.48,19.25,18.04,84.37,0.1194,0.8847,162.45
5605,46.72,25.68,21.16,16.08,18.31,92.81,0.157,0.8452,108.14
5606,26.31,37.77,22.32,13.07,25.73,89.84,0.1152,0.8872,111.08
5607,29.6,43.06,25.96,22.25,14.7,47.24,0.1583,0.8667,117.51
5608,46.34,51.14,11.36,20.92,14.81,32.56,0.1561,0.8809,127.36
5609,30.78,22.74,18.58,19.6,14.54,81.92,0.1977,0.8103,86.09
5610,37.95,41.97,23.85,20.64,13.28,47.31,0.118,0.9006,124.01
5611,41.68,18.15,29.93,23.35,16.65,74.81,0.1997,0.8123,105.4
5612,47.64,39.61,23.47,21.24,14.08,32.99,0.1148,0.9121,133.19
5613,37.55,34.2,25.94,21.24,19.37,90.69,0.1847,0.8188,113.24
5614,43.94,47.28,30.49,25.72,15.17,93.48,0.1849,0.8174,132.9
5615,30.08,38.84,21.02,20.21,16.75,22.56,0.1235,0.9153,116.15
5616,44.71,33.48,19.96,17.28,16.33,54.12,0.1077,0.9062,119.39
5617,32.73,34.51,19.47,25.22,16.76,69.11,0.1208,0.8886,114.36
5618,28.95,19.56,23.61,17.73,12.24,27.2,0.1364,0.9011,92.0
5619,56.52,25.27,21.74,15.12,18.84,18.13,0.1437,0.9079,124.84
5620,54.64,64.31,33.31,21.66,16.45,22.77,0.164,0.8872,168.89
5621,41.19,37.98,26.22,22.59,16.54,83.94,0.1603,0.8453,122.16
5622,52.38,45.98,28.37,16.82,16.41,32.34,0.175,0.8667,138.64
5623,37.39,27.34,20.73,23.37,7.91,50.51,0.1698,0.8546,99.77
5624,38.91,49.58,24.75,19.96,15.32,2.87,0.1024,0.9699,144.06
5625,38.59,31.3,23.46,18.12,15.26,25.5,0.1765,0.8744,110.81
5626,32.69,19.7,25.96,20.13,15.79,52.87,0.1553,0.8655,98.9
5627,21.25,33.87,26.91,17.54,18.05,35.35,0.1944,0.8483,99.77
5628,37.53,58.76,23.23,19.94,17.74,88.09,0.1284,0.8748,137.53
5629,50.42,15.31,23.96,26.69,17.96,54.34,0.1341,0.8832,118.64
5630,42.21,46.98,30.64,18.67,12.1,74.28,0.1367,0.8717,131.27
5631,46.52,37.28,20.42,18.52,15.37,62.0,0.1641,0.8524,117.72
5632,43.14,98.73,28.6,16.56,10.31,97.33,0.1337,0.8667,171.06
5633,33.23,87.64,26.45,18.21,15.25,47.7,0.1308,0.8896,160.83
5634,41.99,17.28,28.74,14.95,11.64,26.34,0.1183,0.915,104.86
5635,37.34,60.82,23.44,18.15,14.21,12.04,0.1348,0.9249,142.4
5636,31.5,29.94,30.17,17.17,17.42,95.31,0.171,0.8304,104.79
5637,47.36,32.38,21.81,19.0,21.41,7.29,0.1316,0.9396,133.38
5638,29.56,27.8,27.5,15.84,12.12,37.5,0.1727,0.8631,97.38
5639,34.73,26.46,27.49,29.91,15.76,6.76,0.1419,0.9368,125.86
5640,57.74,59.29,25.78,16.76,14.86,50.06,0.1714,0.8536,148.9
5641,45.61,13.65,30.13,18.39,13.61,10.99,0.1886,0.8983,109.05
5642,41.96,26.82,30.52,21.05,15.87,18.41,0.1036,0.9333,127.13
5643,22.61,45.87,28.42,21.59,15.91,73.95,0.1354,0.8731,117.35
5644,39.06,15.48,33.88,22.94,15.27,7.73,0.1376,0.9353,118.44
5645,30.68,31.92,23.0,18.95,10.88,64.65,0.1574,0.857,98.93
5646,39.38,21.58,23.66,16.6,15.11,93.02,0.1505,0.8515,99.06
5647,38.48,38.43,26.43,25.92,16.89,83.51,0.1685,0.8376,122.42
5648,33.15,35.71,24.12,16.46,10.08,55.28,0.1006,0.912,109.0
5649,49.38,50.84,23.18,19.14,12.8,3.1,0.1921,0.9411,146.18
5650,47.64,13.84,17.67,20.21,12.25,95.17,0.1577,0.8436,94.16
5651,30.99,41.57,28.89,22.48,14.48,21.26,0.1671,0.8874,122.84
5652,52.59,25.93,24.46,21.74,17.31,79.05,0.1355,0.8711,123.72
5653,30.8,62.53,24.72,17.67,14.36,31.27,0.1236,0.9067,136.08
5654,53.31,29.32,19.91,20.81,19.35,46.82,0.1687,0.8583,122.49
5655,38.31,25.24,23.04,13.79,15.96,42.03,0.1884,0.8461,98.44
5656,36.8,28.09,26.18,28.8,15.22,81.3,0.1192,0.8858,119.67
5657,51.91,43.9,18.97,16.78,15.12,31.08,0.1958,0.8525,125.05
5658,38.69,46.24,24.16,23.6,9.61,17.58,0.1189,0.9246,131.57
5659,48.78,34.65,22.83,16.1,14.68,1.29,0.1496,0.9731,133.35
5660,29.59,23.67,24.48,22.56,16.23,6.86,0.1291,0.9422,109.8
5661,40.23,21.79,24.1,15.93,20.58,59.92,0.163,0.8545,104.8
5662,43.8,45.89,18.27,23.57,12.18,93.11,0.1112,0.8903,127.95
5663,49.57,43.16,29.24,27.62,18.84,36.77,0.1001,0.921,155.13
5664,45.7,41.25,12.68,20.29,16.84,37.93,0.1775,0.8588,117.45
5665,40.36,65.92,26.07,22.26,13.23,37.48,0.1828,0.8551,143.53
5666,43.79,25.48,30.2,23.9,13.2,73.52,0.1507,0.859,117.3
5667,34.18,77.2,24.58,17.69,18.97,86.02,0.1479,0.8566,147.86
5668,44.83,40.06,18.11,23.79,16.6,23.76,0.1066,0.9257,132.74
5669,43.82,28.6,28.94,18.18,17.95,35.1,0.1842,0.8565,117.77
5670,33.78,34.25,16.93,28.65,13.91,24.96,0.1797,0.8729,111.32
5671,40.98,21.72,23.32,15.15,12.05,73.41,0.1828,0.8289,93.86
5672,46.17,23.27,30.69,20.65,6.55,31.12,0.1235,0.907,115.47
5673,59.55,33.46,24.44,15.9,11.32,35.89,0.1555,0.8782,127.05
5674,49.48,47.75,25.1,24.77,12.99,97.59,0.1826,0.8179,130.95
5675,41.8,26.41,31.16,29.97,17.44,59.04,0.1293,0.885,129.9
5676,42.28,82.69,17.4,21.13,11.92,47.73,0.1868,0.8424,147.77
5677,38.84,34.41,25.24,27.72,10.05,26.4,0.1635,0.8825,120.25
5678,40.89,27.51,25.03,23.32,13.27,37.12,0.1432,0.8868,115.31
5679,46.21,20.94,21.15,26.7,13.41,19.66,0.1394,0.9084,116.64
5680,46.01,28.43,21.89,23.28,15.02,21.01,0.1795,0.8795,118.4
5681,39.32,62.32,30.02,27.04,22.66,89.86,0.1931,0.8109,147.06
5682,31.21,69.75,15.71,26.46,15.97,92.13,0.1024,0.8992,143.06
5683,38.29,44.75,24.08,18.05,15.51,90.01,0.1081,0.8941,125.78
5684,33.31,35.8,21.48,18.16,16.18,41.08,0.193,0.8432,105.35
5685,30.28,19.71,25.96,19.19,21.57,58.77,0.1909,0.8305,96.93
5686,44.87,12.51,22.36,17.54,9.73,60.41,0.1905,0.8297,88.79
5687,42.76,37.74,25.87,22.23,18.71,51.01,0.1985,0.8297,122.23
5688,32.65,29.85,24.71,25.88,17.55,33.08,0.1851,0.8581,112.11
5689,37.4,28.12,25.17,22.1,10.55,34.82,0.108,0.916,112.99
5690,42.45,41.03,24.47,18.75,12.91,96.68,0.1496,0.8512,118.83
5691,42.06,20.5,25.48,20.97,12.23,82.8,0.1548,0.8511,103.19
5692,43.51,62.8,26.03,12.17,10.69,58.56,0.1857,0.8352,129.62
5693,33.9,73.73,25.32,15.48,13.41,10.02,0.1744,0.9091,147.13
5694,42.86,46.12,24.05,18.8,11.0,44.84,0.1945,0.8385,119.76
5695,39.62,31.03,30.05,22.07,16.63,43.22,0.105,0.9136,127.35
5696,46.18,27.48,20.35,19.02,19.33,50.61,0.104,0.9109,120.57
5697,48.6,30.94,35.83,20.82,12.66,35.94,0.1933,0.8485,126.29
5698,64.23,39.77,20.62,19.07,11.48,82.42,0.1825,0.8247,127.97
5699,50.48,52.4,22.59,18.42,18.49,51.53,0.1873,0.8389,136.22
5700,41.01,41.91,15.87,15.43,11.44,90.97,0.1923,0.8111,101.92
5701,39.7,57.96,23.49,21.78,10.25,94.4,0.173,0.8288,126.94
5702,32.51,43.65,29.41,18.19,12.99,43.83,0.1673,0.8619,117.85
5703,32.71,52.91,20.2,20.55,17.23,25.79,0.1199,0.9144,131.3
5704,42.17,34.59,31.83,17.48,15.71,79.44,0.1468,0.8602,121.95
5705,42.42,22.1,24.12,22.36,18.27,88.08,0.1936,0.8113,104.88
5706,61.41,58.56,17.94,20.44,11.9,16.37,0.1332,0.9174,156.19
5707,34.18,83.88,20.83,21.08,17.78,54.13,0.1379,0.88,156.41
5708,33.35,39.39,27.35,16.95,14.38,2.37,0.1144,0.9698,127.45
5709,42.0,28.14,22.34,16.72,9.43,26.51,0.1566,0.8873,105.26
5710,35.97,42.3,33.04,21.26,19.12,85.48,0.12,0.8838,134.05
5711,43.11,30.4,21.53,14.31,15.27,60.46,0.1708,0.8473,105.59
5712,36.21,35.45,24.44,23.47,19.3,47.01,0.1895,0.8407,116.75
5713,37.72,36.21,21.83,19.56,18.68,39.94,0.1958,0.8422,112.84
5714,43.44,25.85,29.59,16.1,18.15,7.41,0.1584,0.9268,123.38
5715,35.46,26.25,17.53,14.0,22.64,52.3,0.1201,0.8963,103.88
5716,37.12,34.01,14.69,24.04,11.64,92.15,0.1791,0.8236,100.08
5717,44.23,32.34,22.31,11.0,21.32,64.85,0.1075,0.9023,118.37
5718,40.37,43.96,23.92,21.88,14.3,37.16,0.1704,0.8652,124.97
5719,34.88,39.0,16.53,20.56,17.76,71.96,0.1635,0.8477,109.12
5720,36.14,44.6,27.15,22.55,15.37,60.49,0.1299,0.8838,128.87
5721,48.34,33.08,28.54,15.66,17.79,39.46,0.1841,0.852,122.19
5722,42.48,25.35,23.23,17.31,14.71,23.36,0.117,0.9189,113.09
5723,37.11,23.06,21.59,21.3,19.79,37.25,0.1919,0.8482,104.19
5724,46.93,51.99,32.31,20.21,17.42,59.81,0.1195,0.8934,150.87
5725,43.49,28.82,19.44,23.51,11.58,62.98,0.1482,0.8662,109.86
5726,50.84,27.18,27.66,19.82,16.34,44.54,0.1849,0.8466,120.08
5727,47.09,58.38,22.61,25.59,17.02,49.29,0.134,0.886,151.24
5728,49.33,29.9,25.91,20.55,17.16,99.68,0.1962,0.8035,114.8
5729,37.28,14.64,28.94,26.5,12.16,73.79,0.1512,0.8584,102.59
5730,32.89,38.23,26.6,26.88,14.22,36.85,0.1387,0.8906,123.63
5731,46.17,28.1,15.94,27.01,15.92,56.59,0.1421,0.8749,116.49
5732,46.25,26.21,29.57,17.05,14.41,91.35,0.1092,0.8927,119.16
5733,39.16,33.11,15.41,24.87,21.13,39.81,0.1339,0.8922,119.27
5734,31.65,15.43,28.32,19.91,14.62,62.09,0.1266,0.8861,97.41
5735,42.46,16.64,27.26,19.93,12.24,11.61,0.104,0.9428,111.75
5736,43.11,29.12,23.58,23.28,14.66,68.05,0.1951,0.8206,109.74
5737,29.14,43.81,27.32,18.59,10.43,51.54,0.1337,0.885,114.4
5738,42.99,31.5,19.43,13.34,15.29,63.3,0.1245,0.8874,108.76
5739,49.21,30.96,18.33,20.1,12.22,6.31,0.1821,0.9213,120.53
5740,29.49,34.97,27.76,27.57,12.51,10.6,0.113,0.9399,124.35
5741,44.23,49.97,23.33,18.61,17.02,45.65,0.1759,0.8532,130.68
5742,50.48,35.55,32.47,19.69,9.56,24.26,0.1893,0.8672,128.14
5743,50.98,34.3,23.19,21.58,14.03,66.9,0.1306,0.8804,126.85
5744,25.0,28.02,19.88,18.53,18.75,21.46,0.1647,0.8887,97.93
5745,48.7,29.95,38.21,19.2,11.77,19.13,0.1316,0.9142,135.15
5746,37.49,37.6,17.88,20.51,14.86,71.59,0.1519,0.8586,110.2
5747,36.56,59.23,25.75,18.35,20.78,9.44,0.1285,0.9346,150.16
5748,60.1,38.49,25.54,25.24,18.66,17.82,0.1415,0.9099,152.88
5749,41.76,25.27,28.57,28.47,13.76,12.56,0.1657,0.9062,124.9
5750,36.94,31.03,23.31,21.84,12.55,38.15,0.16,0.8726,109.67
5751,46.39,54.51,23.63,18.05,16.87,10.29,0.1051,0.9447,150.64
5752,53.49,36.11,24.25,22.04,13.95,62.7,0.1466,0.8678,130.03
5753,41.39,20.13,34.0,15.44,20.14,93.66,0.1117,0.8896,116.62
5754,35.73,41.63,29.33,14.47,16.78,30.0,0.1347,0.8996,124.09
5755,40.73,27.05,20.73,19.66,9.77,4.68,0.1894,0.9285,109.52
5756,48.73,22.1,22.36,25.04,10.71,64.36,0.1011,0.9082,117.11
5757,37.51,36.21,24.34,25.63,11.72,34.04,0.1271,0.9018,122.12
5758,48.73,25.0,20.52,21.58,12.53,53.38,0.1558,0.8648,111.0
5759,38.88,48.44,16.96,22.81,14.79,9.28,0.132,0.9332,132.41
5760,25.16,36.28,21.6,20.93,16.51,38.14,0.1604,0.8722,105.09
5761,52.16,59.91,20.44,19.6,11.27,86.05,0.1474,0.8571,140.03
5762,42.68,40.21,32.88,15.19,10.85,30.58,0.1442,0.8919,126.48
5763,48.43,28.69,25.42,24.77,11.7,66.05,0.1776,0.8378,116.46
5764,42.42,28.54,17.5,18.31,13.59,74.24,0.1166,0.8906,107.2
5765,40.3,30.29,23.46,23.3,16.83,29.39,0.1689,0.8748,117.38
5766,45.9,42.64,27.19,19.86,11.74,76.22,0.166,0.8433,124.24
5767,38.77,19.66,28.66,16.18,16.47,53.1,0.1847,0.84,100.58
5768,54.51,39.04,25.99,16.69,13.33,33.99,0.1327,0.8975,134.23
5769,39.76,24.23,27.64,17.69,12.34,23.22,0.1689,0.8831,107.43
5770,54.55,85.75,24.3,20.44,13.86,26.82,0.1697,0.8775,174.52
5771,44.84,43.66,24.31,24.73,14.22,28.68,0.1478,0.8912,135.24
5772,20.95,45.41,41.47,22.84,19.73,37.14,0.144,0.8861,133.26
5773,32.08,36.04,21.99,16.83,16.18,81.56,0.1707,0.8364,102.97
5774,46.8,18.49,18.7,14.74,11.52,73.2,0.1468,0.8627,95.11
5775,32.65,35.26,22.81,22.69,19.9,88.37,0.1176,0.8852,118.02
5776,29.15,40.92,24.46,27.75,19.05,16.01,0.1815,0.8883,125.54
5777,50.27,27.86,17.17,23.84,11.72,62.11,0.1204,0.8917,116.68
5778,27.29,33.94,27.51,28.14,11.61,33.41,0.1185,0.9089,116.78
5779,46.22,45.05,21.95,18.0,13.09,88.47,0.1737,0.8305,119.85
5780,37.09,36.6,13.43,19.99,11.16,32.58,0.1231,0.9061,107.17
5781,45.62,39.02,24.9,25.32,17.21,80.57,0.1232,0.8822,134.16
5782,42.13,43.18,20.94,13.46,17.15,96.05,0.1676,0.8335,114.07
5783,23.41,57.36,30.07,21.53,15.77,89.73,0.1058,0.8965,132.81
5784,37.48,25.08,19.95,21.26,14.04,92.32,0.1222,0.8796,103.63
5785,38.05,76.03,22.29,25.59,15.82,65.3,0.1438,0.869,154.49
5786,43.27,75.96,26.72,16.13,13.97,40.82,0.1286,0.8958,157.71
5787,42.55,28.05,23.15,19.1,13.75,34.84,0.1643,0.8723,110.44
5788,38.04,45.8,20.28,17.28,14.5,14.81,0.1087,0.9348,127.03
5789,30.93,72.54,20.26,19.57,15.53,18.58,0.1404,0.9093,144.41
5790,43.85,62.28,31.0,15.09,16.34,15.58,0.1687,0.8972,151.22
5791,46.97,17.61,22.33,22.12,11.83,33.49,0.1772,0.8638,104.39
5792,42.65,32.92,18.99,20.67,14.48,54.87,0.178,0.8445,109.54
5793,38.24,28.62,23.74,18.9,15.09,81.67,0.1433,0.8627,107.49
5794,37.04,49.29,24.27,21.13,14.82,26.94,0.1313,0.9051,132.63
5795,32.66,51.09,27.87,21.76,9.34,28.5,0.1678,0.8767,125.12
5796,41.99,21.82,18.58,25.94,14.57,43.62,0.1244,0.8974,110.28
5797,41.53,26.38,33.5,19.61,13.74,2.42,0.191,0.949,127.88
5798,46.69,18.64,22.29,25.33,12.44,16.65,0.12,0.9252,116.01
5799,35.02,33.78,33.63,16.75,16.78,73.08,0.1344,0.8744,118.89
5800,40.95,31.19,26.01,17.52,17.49,34.09,0.1044,0.9193,122.43
5801,29.47,42.15,27.84,26.4,15.95,15.83,0.1027,0.937,132.88
5802,37.28,72.04,29.13,24.87,11.49,85.75,0.1722,0.8331,145.64
5803,35.51,38.96,22.93,13.22,12.04,67.34,0.1802,0.8347,102.37
5804,48.46,31.05,18.22,11.24,19.09,28.09,0.1139,0.9166,117.38
5805,53.65,48.28,28.59,26.03,18.91,92.15,0.1274,0.8746,153.45
5806,30.59,30.41,35.85,19.48,16.86,95.24,0.1163,0.8847,117.83
5807,47.26,32.57,25.05,17.48,12.22,22.39,0.1246,0.9147,123.1
5808,45.44,37.52,25.28,21.04,17.06,86.5,0.1267,0.877,128.34
5809,35.61,21.74,26.67,17.66,18.99,26.6,0.1792,0.8709,105.09
5810,33.99,30.94,17.7,20.02,21.66,68.86,0.1122,0.8965,111.44
5811,33.88,25.43,30.88,18.83,11.82,28.45,0.16,0.8825,106.65
